wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,stairs_down,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,floor_basic,wall_basic
wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic,wall_basic
